gene,raw_r,raw_p,clean_r,clean_p,delta_r,depth_confounded
NTN5,-0.1522,0.16947294760915066,-0.1532,0.16674129178274924,-0.001,False
MMP26,-0.151,0.17292746984732105,-0.1531,0.16692328570736087,-0.0021,False
RFK,0.0403,0.7177875605791099,0.1531,0.16690424971211731,0.1129,False
GPER1,-0.0573,0.6067815221452698,-0.153,0.16739367384846132,-0.0957,False
CLIC4,0.0832,0.45460199594013573,0.153,0.1672223289865415,0.0698,False
FRK,-0.1012,0.3627751107884866,-0.153,0.16738059852331183,-0.0518,False
TCF7L2,-0.0372,0.7381363477980475,-0.1529,0.16752029016122916,-0.1157,False
TAS2R38,0.0341,0.7593975898440756,0.1528,0.16797494024244164,0.1186,False
HORMAD2,-0.152,0.17024726433206153,-0.1528,0.16789010830581663,-0.0008,False
GPN3,-0.122,0.2718502608076481,-0.1528,0.16787307781120991,-0.0308,False
SCML1,-0.1349,0.22392408919818943,-0.1528,0.16800814519540067,-0.0178,False
C17orf100,-0.1501,0.1755295379100897,-0.1528,0.1678954684009405,-0.0027,False
PCA3,0.0833,0.45427280169237,0.1528,0.16796622854091373,0.0695,False
OCIAD1,-0.1479,0.18196804389581173,-0.1527,0.16815462421699795,-0.0048,False
GIGYF1,0.0471,0.6722840631555959,0.1527,0.16821789087714908,0.1056,False
RPP40,0.0366,0.742752134178695,0.1527,0.16808355360973004,0.1162,False
UBC,-0.1058,0.34105722176244424,-0.1526,0.16841607753710597,-0.0468,False
TNFAIP3,-0.0771,0.4882080496425617,-0.1526,0.1684552734988997,-0.0755,False
MRPL30,0.0603,0.5882956931686558,0.1526,0.16839671416262475,0.0923,False
PI4KA,0.0311,0.7799392848615838,0.1525,0.1688073481827182,0.1213,False
MBNL3,-0.1362,0.2195531857210805,-0.1525,0.1686309073306935,-0.0163,False
LINC00261,-0.0955,0.39059879129736774,-0.1525,0.16885610868168907,-0.057,False
KCNH2,0.0838,0.45126321699208966,0.1525,0.16884614637834622,0.0686,False
STAM,-0.1398,0.20759877198655224,-0.1525,0.1687011202526516,-0.0127,False
CHML,0.1445,0.1924332104212753,0.1525,0.16878591025918976,0.008,False
ABCC4,0.1523,0.1693355538744618,0.1524,0.16912668122975963,0.0001,False
DIRAS1,0.0551,0.6206131374451781,0.1524,0.16894019332696716,0.0973,False
ZNF33B,0.1132,0.3081501646821608,0.1524,0.16911580363184267,0.0391,False
C1orf123,0.0904,0.41627737825284467,0.1524,0.16904271099939241,0.062,False
GPS1,0.0327,0.7693882325298034,0.1524,0.16899976653963275,0.1197,False
CCDC144CP,0.1156,0.2979668197639339,0.1524,0.1689570947102402,0.0368,False
CNIH2,0.09,0.41821160494069287,0.1523,0.16933112160552388,0.0622,False
VKORC1,-0.0583,0.6005996749626662,-0.1523,0.1691682869598424,-0.094,False
FAM58A,-0.1517,0.17092336536312944,-0.1523,0.16931315023007346,-0.0006,False
XRN2,-0.111,0.31787184738216956,-0.1522,0.16956217354898426,-0.0412,False
LAMP3,-0.1225,0.2700898318182699,-0.1522,0.16961005915402924,-0.0297,False
TRIM55,-0.0301,0.7871997634629877,-0.1522,0.16960879745300186,-0.1221,False
POLE4,-0.0494,0.6571277307315916,-0.1522,0.16943492001070942,-0.1028,False
C1QC,-0.1521,0.1698193216257985,-0.1521,0.16979689695191524,-0.0,False
CCL13,-0.116,0.29644552615034997,-0.152,0.1701113648468686,-0.036,False
P2RX3,-0.089,0.42340770706183034,-0.152,0.17000871009276666,-0.063,False
DLL3,-0.07,0.5294064062674882,-0.152,0.17008564279853303,-0.082,False
EIF1B,-0.1483,0.1809609221116891,-0.152,0.1701878641586935,-0.0037,False
RADIL,-0.0525,0.6373098330157683,-0.1519,0.17051497122819184,-0.0994,False
RAB8A,-0.1281,0.2484049800608643,-0.1519,0.17038060997968577,-0.0238,False
HIST1H1B,-0.1283,0.24776397860489058,-0.1518,0.17076918577096284,-0.0235,False
CEP152,-0.1121,0.31306342567891454,-0.1518,0.17066279500661596,-0.0397,False
ZFR2,-0.1512,0.17250991742688043,-0.1517,0.17103968334743588,-0.0005,False
ALG14,0.0936,0.3999854656353739,0.1517,0.17102586291450864,0.0581,False
UBE2Q1,-0.0321,0.7731752199736515,-0.1516,0.17124562153915068,-0.1195,False
GRIP2,0.059,0.5963122392103501,0.1516,0.17138715692502451,0.0926,False
TECTA,0.0374,0.7372696736109267,0.1516,0.1712604721743126,0.1142,False
ANKS6,-0.0835,0.4529989501225334,-0.1516,0.1713430938732824,-0.0681,False
HIST1H2BM,0.1288,0.24603578232685944,0.1516,0.171228582743104,0.0229,False
MAPK15,-0.0648,0.5608235812433674,-0.1515,0.17170077402165085,-0.0867,False
SLC34A2,-0.0874,0.43221166733878874,-0.1515,0.17168535253643794,-0.0641,False
ZNF496,0.0907,0.41497722441594825,0.1514,0.1719179998005877,0.0607,False
ACTR1A,-0.1307,0.23881852850304028,-0.1514,0.1717928552065114,-0.0207,False
WDR47,-0.1266,0.25402415995918687,-0.1513,0.17211941002543213,-0.0247,False
HPS1,0.1074,0.3336228598504251,0.1513,0.17209354139616548,0.0439,False
HIST1H3G,-0.1192,0.28312684927444987,-0.1512,0.17242753890551143,-0.032,False
NR4A2,-0.1487,0.17983203347689034,-0.1512,0.1722796537584033,-0.0026,False
CHCHD5,0.062,0.5777890540500636,0.1512,0.172319637959065,0.0893,False
ADIRF,0.082,0.46115230505774146,0.1511,0.1726149914054367,0.0691,False
RNF216,0.1106,0.31933272285438946,0.1511,0.17279590613182017,0.0404,False
PTPDC1,-0.1045,0.34716942116318267,-0.1511,0.172688963277639,-0.0466,False
OR10A3,0.1359,0.22065914853019153,0.1511,0.17279554222696808,0.0152,False
TMEM9,0.1317,0.23516027978105494,0.151,0.17292194673840178,0.0193,False
TULP2,-0.1336,0.2285354593012116,-0.151,0.17313607893164532,-0.0173,False
PROSC,0.1432,0.19660068154186777,0.151,0.17307213948968408,0.0078,False
PKIG,-0.0799,0.47292397163247535,-0.151,0.17310480529450367,-0.0711,False
ADRM1,-0.0616,0.5799690524408333,-0.1509,0.1731603353413829,-0.0893,False
DNAJA2,-0.0926,0.4051365771328066,-0.1509,0.17340770804222214,-0.0583,False
MTRF1L,0.0615,0.5806525189355801,0.1509,0.17328474374495412,0.0894,False
CARHSP1,-0.1297,0.2427197566280742,-0.1509,0.17334503857220004,-0.0212,False
SENP3,-0.0494,0.6570915615261715,-0.1508,0.17347779731420537,-0.1014,False
YIPF3,-0.0358,0.7477879060266688,-0.1508,0.17359317999789486,-0.115,False
PP2D1,0.0946,0.3951383039345202,0.1508,0.17356726552560775,0.0562,False
RNFT1,-0.1121,0.3131243696206932,-0.1507,0.17389469832627003,-0.0386,False
RMDN2,0.0979,0.3783646801248479,0.1507,0.173915163408937,0.0527,False
STOML3,0.1295,0.24312475677737114,0.1507,0.17377036466421633,0.0212,False
RPE65,0.0745,0.5029920774507565,0.1507,0.1739803458830022,0.0761,False
BMX,-0.1502,0.1754526467457481,-0.1507,0.17381889809814016,-0.0006,False
RRP36,-0.0729,0.5127382941003814,-0.1507,0.17389981309674626,-0.0778,False
CABYR,0.1506,0.17422029854196416,0.1507,0.17397466463280092,0.0001,False
NDUFA7,0.1051,0.3443678124917869,0.1506,0.17406921513368637,0.0455,False
CEP76,-0.1412,0.2028419510468092,-0.1506,0.17421743173544346,-0.0094,False
SLC52A2,-0.1009,0.363918097508169,-0.1505,0.17456864234185757,-0.0495,False
ARMCX1,-0.1282,0.24805074175797218,-0.1504,0.17461615682831697,-0.0222,False
TSIX,0.0882,0.4278883201529625,0.1504,0.17472663380154715,0.0622,False
HMCN1,-0.1315,0.2358689480281954,-0.1504,0.17459667494504383,-0.0189,False
TMEM42,-0.1452,0.19024383684570548,-0.1504,0.17476818869992586,-0.0052,False
GALR3,0.0552,0.6200891881966089,0.1504,0.17470412775442618,0.0952,False
ZNF775,-0.095,0.3928791504493685,-0.1503,0.17494180168527257,-0.0553,False
MRPL55,0.0642,0.5642798107798225,0.1503,0.1750162195550954,0.0861,False
TMLHE,0.0912,0.41217618683962237,0.1503,0.1749935551368895,0.0591,False
DCUN1D4,0.0581,0.6018477412611197,0.1503,0.17501171779755142,0.0922,False
S100A2,-0.1501,0.17559289936240347,-0.1502,0.17533029040786155,-0.0001,False
LRRCC1,-0.0704,0.5272777803624074,-0.1502,0.17530797514236343,-0.0798,False
FBXO38,0.1434,0.19575937685836545,0.1502,0.17524145461061463,0.0068,False
NDST4,-0.1154,0.2990321969356211,-0.1502,0.1753290477699298,-0.0348,False
HSPB9,-0.1476,0.1829689190804631,-0.1501,0.17558062850247724,-0.0025,False
CEBPD,-0.1413,0.2025995953329638,-0.1501,0.1754801915957788,-0.0088,False
TIAF1,-0.0934,0.4010847146333712,-0.15,0.17580792595665906,-0.0566,False
ZNF70,-0.1325,0.23227176018602333,-0.15,0.1757650821346324,-0.0175,False
DCAF12L2,-0.147,0.1848842258941775,-0.15,0.17584585436082747,-0.003,False
CXCL10,0.1431,0.19687365038372742,0.15,0.17596854002429588,0.0069,False
CTNS,0.0826,0.4578778394687455,0.1499,0.17620322782706674,0.0673,False
EFCAB2,-0.1433,0.19618151168797263,-0.1499,0.17631355259066434,-0.0065,False
CDH8,0.0955,0.39035037950145335,0.1498,0.1764812405798817,0.0543,False
UBN1,0.0879,0.42917478946798365,0.1498,0.17661274889223721,0.0618,False
LILRA6,0.0851,0.44432047634591393,0.1498,0.1765397002321298,0.0647,False
ZNF721,0.1102,0.3212198508129902,0.1498,0.17641163292516582,0.0396,False
KDM4A,0.0797,0.47365075690153635,0.1497,0.17686358944759986,0.0699,False
MMP9,-0.1099,0.3227031091890321,-0.1497,0.1767201385509672,-0.0398,False
LCE1B,0.1251,0.25967159123065064,0.1497,0.17670482899242643,0.0246,False
RANBP6,-0.0714,0.5211796592113103,-0.1497,0.17690941031431404,-0.0782,False
EXOG,-0.0811,0.4660121705846114,-0.1496,0.17703010318898849,-0.0685,False
ARMC2,0.0672,0.5459829199764774,0.1496,0.1771431476078435,0.0824,False
FER,-0.1493,0.17795664389846858,-0.1496,0.17696182429372084,-0.0003,False
ERAP1,0.0583,0.6004450184065548,0.1496,0.17717904395091058,0.0912,False
LASP1,-0.0868,0.4353517674670449,-0.1496,0.17694539302785955,-0.0629,False
FTSJ1,-0.0509,0.6479588813338485,-0.1496,0.1770332145764005,-0.0988,False
GAB3,-0.0604,0.5877725432222382,-0.1495,0.1774423120002605,-0.0891,False
YARS,-0.1109,0.31844210259267136,-0.1495,0.17722221027687998,-0.0387,False
C9orf47,-0.1094,0.3250419120721638,-0.1495,0.17735431685042438,-0.0401,False
TENM4,0.1097,0.32364690118488687,0.1495,0.17736305347630488,0.0398,False
DEPDC5,-0.1006,0.36554834380743106,-0.1495,0.17749911504290342,-0.0489,False
NOXA1,-0.1313,0.23680629647612958,-0.1495,0.17723522720705798,-0.0183,False
C8orf58,0.1162,0.29535740166793184,0.1494,0.17753330227004166,0.0332,False
AQR,-0.0401,0.7185675745572114,-0.1494,0.17763874061440504,-0.1093,False
KRI1,-0.0965,0.3854098037609906,-0.1494,0.17750629613464014,-0.0529,False
MIR17HG,0.0986,0.3752596152272301,0.1494,0.17764910314050666,0.0508,False
RNF219,-0.0381,0.7326254823940201,-0.1494,0.1776171111112418,-0.1113,False
ATP5B,0.0988,0.37404424139436004,0.1494,0.17776458997066036,0.0505,False
TRMT10B,-0.1179,0.2884640611662183,-0.1493,0.17788481838269263,-0.0314,False
LRRD1,-0.1037,0.35106759835010526,-0.1493,0.17789439775563531,-0.0457,False
ANO7,0.0602,0.588990472916109,0.1493,0.17786366758957217,0.0892,False
CD163,-0.1331,0.2301727669703574,-0.1493,0.17808510731147623,-0.0161,False
NUDT6,0.078,0.48341990539075863,0.1492,0.17836755305510055,0.0712,False
SEC24C,-0.071,0.5236358578249736,-0.1492,0.17828969951781995,-0.0782,False
PHOSPHO1,0.148,0.18178121977535583,0.1492,0.17814849010372907,0.0012,False
CLVS1,0.1483,0.18095371455426282,0.1492,0.17812943052739125,0.001,False
CRIPT,-0.0854,0.4424404488846998,-0.1491,0.17854923429638475,-0.0636,False
MTRR,0.1041,0.3491246686118765,0.1491,0.1784510002108664,0.0451,False
TYRP1,0.0744,0.503767961958359,0.1491,0.17858276197512046,0.0747,False
ARMC4,0.0461,0.6787314411426477,0.1491,0.17852423368249923,0.103,False
DDX28,0.1428,0.19768928131857047,0.149,0.17877214197132238,0.0062,False
SLC43A2,0.1405,0.20527370322278257,0.1489,0.1791723248735674,0.0084,False
ROMO1,-0.0508,0.6485326622932414,-0.1489,0.1791845588104905,-0.0981,False
TDRD10,0.069,0.5356042302649292,0.1488,0.17929339245206388,0.0799,False
MYOC,-0.082,0.46106936724623027,-0.1487,0.1797921150724153,-0.0667,False
TRAK2,0.1416,0.20151605089090605,0.1487,0.1796667029253641,0.0071,False
CDH10,0.1485,0.18032842777216715,0.1487,0.1796552551984723,0.0002,False
HMBS,-0.1455,0.18949272746538437,-0.1487,0.17980460142478963,-0.0032,False
TMSB4X,-0.0708,0.524769060440541,-0.1487,0.17971050877632969,-0.0779,False
HBG1,0.1304,0.24008295990585293,0.1487,0.1795744013179428,0.0184,False
IL21R,0.1425,0.19885110294803943,0.1486,0.17989388182008106,0.0062,False
AHRR,-0.0849,0.445541345687634,-0.1485,0.1803299132737489,-0.0636,False
ANKRD18A,-0.1381,0.21302371815605423,-0.1485,0.18043434693257648,-0.0103,False
TMEM245,0.0865,0.4366869305205984,0.1485,0.18027455579085516,0.062,False
SAFB2,0.082,0.461408144671173,0.1485,0.18027550649748847,0.0666,False
TDH,0.0744,0.5040608450835373,0.1485,0.18044265617559116,0.0741,False
AXDND1,0.0982,0.37687803067059716,0.1485,0.18043327512618165,0.0502,False
IL17A,-0.1473,0.18396367588345552,-0.1484,0.18071134118369456,-0.0011,False
OBP2A,0.0448,0.6872957206237794,0.1484,0.18062576398972197,0.1036,False
CD5,0.0244,0.8269899660203762,0.1484,0.18072391310473798,0.124,False
TRIM66,0.0621,0.5772190853953296,0.1484,0.18057034562301855,0.0863,False
RNF144A,-0.1398,0.2074580433698122,-0.1484,0.1804914400890052,-0.0086,False
TICRR,0.0707,0.5252258055931799,0.1484,0.18054054357780017,0.0777,False
MEG8,-0.083,0.45542481221797837,-0.1483,0.1809616507607494,-0.0652,False
SAC3D1,-0.0683,0.5397729775046773,-0.1483,0.1809063233958401,-0.08,False
LONRF1,-0.0816,0.4634427975168803,-0.1483,0.18079019821529874,-0.0668,False
CATSPER1,-0.0757,0.49652346422899235,-0.1483,0.18080315821905396,-0.0727,False
DSCC1,-0.1167,0.2934867767185915,-0.1483,0.18089448426066113,-0.0316,False
EGLN2,-0.0831,0.45516860514402585,-0.1483,0.1807530904441974,-0.0653,False
ADAM3A,-0.1439,0.19446961544593366,-0.1483,0.1807646162565146,-0.0045,False
BCDIN3D,-0.035,0.7535072022245513,-0.1482,0.18117531735215536,-0.1132,False
PURA,0.0473,0.6712807109717464,0.1482,0.18133344438460602,0.1009,False
CNKSR3,0.0895,0.4207904215895339,0.1482,0.1812700536113058,0.0586,False
SLC10A1,0.0583,0.6003933810941829,0.1482,0.1811562737893268,0.0899,False
NUBP2,-0.0354,0.7505000574484683,-0.1481,0.18135842753803405,-0.1127,False
CAPZA3,0.1193,0.2825800403435603,0.1481,0.18148011372999803,0.0288,False
SPIRE2,-0.1326,0.2321483146763792,-0.1481,0.1816136907870033,-0.0155,False
SRP19,0.1413,0.20245187285333677,0.148,0.1817173250607205,0.0067,False
GATAD1,0.0529,0.6349928764527686,0.148,0.1817568109293052,0.0951,False
CPB2,-0.1467,0.18575637746640533,-0.148,0.18179937051221606,-0.0013,False
TUBA1A,-0.0725,0.5149589131845242,-0.148,0.1817822789102928,-0.0755,False
RPRD1B,0.0667,0.5488004710838512,0.148,0.1817940821626779,0.0812,False
LRCH4,-0.0381,0.7320541755081131,-0.1479,0.18210441430723626,-0.1097,False
CORO1B,-0.0856,0.4414974419505851,-0.1479,0.18219352156662913,-0.0622,False
UCKL1,-0.1305,0.23954658839814352,-0.1479,0.18218123463109182,-0.0173,False
ZNF225,-0.133,0.23052196426607965,-0.1478,0.18228734863462362,-0.0148,False
METAP2,-0.0902,0.4173017653144164,-0.1478,0.18240831493057236,-0.0576,False
NDUFAF2,0.0556,0.6178955301427685,0.1478,0.18237509015484105,0.0922,False
NAIP,-0.0979,0.3786559867595983,-0.1478,0.18234807581989465,-0.0499,False
PSMD1,-0.0661,0.5525651475542384,-0.1478,0.18227078484574932,-0.0817,False
NKX3-2,0.1456,0.18905938101390818,0.1477,0.18259789498634107,0.0021,False
LGR5,0.1388,0.21073644018341198,0.1477,0.1828357368783734,0.0088,False
MAPK8IP1,-0.0549,0.6218592547853231,-0.1477,0.18263081514153554,-0.0928,False
ELMOD1,0.1037,0.3507189528113887,0.1477,0.18261681428773874,0.044,False
MAD2L1BP,-0.1174,0.2907097945307953,-0.1477,0.18261345620476926,-0.0304,False
FKBP9,0.0381,0.7323087606669005,0.1476,0.18286778074933804,0.1095,False
MAGEA6,0.0557,0.6167261428624222,0.1476,0.18304663589127496,0.0918,False
ZC3H10,-0.138,0.21352716763761592,-0.1476,0.18299830910554696,-0.0096,False
ERI1,-0.0423,0.7044057339371637,-0.1476,0.1829245162712537,-0.1054,False
PPP1R2,-0.1145,0.3026072096361186,-0.1475,0.1834251826156764,-0.0329,False
PHOSPHO2,-0.0422,0.7045146740366036,-0.1475,0.18339334800052223,-0.1052,False
HPS3,0.1235,0.26615562278612065,0.1475,0.18325681365921298,0.0241,False
LCMT1,-0.0725,0.5150192073902273,-0.1474,0.1834715808449676,-0.075,False
ANP32E,0.0498,0.6550263927647043,0.1473,0.18376003166360236,0.0976,False
GAPVD1,0.1447,0.19183174428384064,0.1473,0.18385609779796105,0.0026,False
SLC27A3,-0.0431,0.6985509459087779,-0.1473,0.18401971794922312,-0.1041,False
FEZ1,-0.1336,0.22861984676689065,-0.1473,0.18375234518495104,-0.0138,False
CBX3,0.0617,0.5793928066051773,0.1472,0.18415400138938898,0.0855,False
ANKFY1,-0.1199,0.2802087708071931,-0.1472,0.18430238266049692,-0.0272,False
CHD1,-0.0764,0.492141537192836,-0.1472,0.18407956673086495,-0.0708,False
AKT1S1,0.0736,0.508173866987834,0.1472,0.1843069286121246,0.0735,False
TNP1,0.118,0.2878610535379247,0.1472,0.1840784966929459,0.0292,False
COL22A1,-0.1099,0.3226177899968336,-0.1472,0.18419359065104074,-0.0373,False
AACS,-0.125,0.26036681212706214,-0.1471,0.1843593404899628,-0.0222,False
TFG,0.1224,0.2703382021840424,0.1471,0.18451250858009685,0.0247,False
STYX,-0.0393,0.7239837356009005,-0.1471,0.18450743820050824,-0.1078,False
AFF4,-0.1314,0.2363968353361376,-0.1469,0.18512101553455407,-0.0155,False
NMUR2,-0.0688,0.5365859738114356,-0.1469,0.18515449241051957,-0.0781,False
SLA2,0.0893,0.42196818713368084,0.1468,0.18534423369314504,0.0575,False
ADCYAP1,0.1334,0.22934386294443337,0.1468,0.18536058809694753,0.0134,False
GIMAP7,0.0383,0.7313402549547304,0.1468,0.18543868457972734,0.1085,False
KLHL7,0.1285,0.2471032686945121,0.1468,0.18534593542738392,0.0184,False
MYL1,0.0589,0.5970922948582759,0.1467,0.18584829548773169,0.0878,False
MAN1A2,-0.0489,0.6605686159414362,-0.1467,0.18579743293136167,-0.0978,False
FAM26F,-0.0947,0.39456192785315736,-0.1467,0.18565723212529478,-0.052,False
HDGFL1,-0.0391,0.7252927129547007,-0.1467,0.18564864573086645,-0.1076,False
ZNF596,-0.1287,0.24624885498619326,-0.1467,0.1855963443258811,-0.018,False
MPC1,0.144,0.1941090708391949,0.1467,0.18557285522420386,0.0028,False
PTPRR,0.093,0.40319182905793893,0.1467,0.18561251539794726,0.0538,False
HIRA,0.121,0.2760531246607408,0.1467,0.1855739493022976,0.0258,False
WWC1,-0.1089,0.32718023272751456,-0.1466,0.18604227245827193,-0.0377,False
PSMD6,-0.0898,0.4193536131281796,-0.1466,0.18588867032255663,-0.0568,False
MRGPRG-AS1,-0.0888,0.4247857335586501,-0.1466,0.186019333513964,-0.0578,False
LINC00476,-0.0761,0.49426192620286136,-0.1466,0.18609061705082153,-0.0705,False
BCAP31,-0.1426,0.19844947828652493,-0.1465,0.18620625901050128,-0.0039,False
FRMPD4,0.0789,0.4781682309401015,0.1465,0.1863789397106766,0.0676,False
C16orf62,0.0742,0.5049032844116171,0.1465,0.1864565833263387,0.0722,False
PCSK9,-0.1153,0.2992765876892177,-0.1465,0.18636803489076617,-0.0312,False
CTSG,0.1041,0.34919878456729786,0.1465,0.18618652846583095,0.0425,False
RPL17,-0.0484,0.66381577965999,-0.1465,0.18640192783002454,-0.0981,False
THG1L,-0.0842,0.44910372352007205,-0.1464,0.18657480979169408,-0.0622,False
ANO5,0.0859,0.4397770452284502,0.1464,0.18660418616242078,0.0605,False
CYP2E1,0.146,0.18771389184629644,0.1464,0.1865186497651845,0.0004,False
ARHGAP11A,-0.0519,0.6414150670970666,-0.1464,0.18659203139060646,-0.0945,False
TCP10,0.1249,0.26051449577938296,0.1464,0.18649432403979432,0.0215,False
CCDC88C,0.0335,0.7634920114077458,0.1464,0.18672892931290525,0.1128,False
PLRG1,-0.0884,0.4267830174447587,-0.1463,0.18704814854687038,-0.0579,False
CHD2,-0.0516,0.6429200521643547,-0.1463,0.18683597626338336,-0.0947,False
NXPH3,0.025,0.8224153569544149,0.1463,0.18701662588038157,0.1213,False
ADRA2A,-0.0395,0.7231293541295348,-0.1462,0.18733445409468666,-0.1067,False
COL21A1,-0.1417,0.20138803419854331,-0.1462,0.1871605932298864,-0.0045,False
GLP2R,-0.0713,0.5219530546374751,-0.1461,0.18743256126912433,-0.0749,False
BBS4,-0.0601,0.5890981959076872,-0.1461,0.1874936795403276,-0.086,False
FCHO2,-0.1108,0.3185370378000365,-0.1461,0.18760856749264107,-0.0352,False
RPP30,-0.0398,0.7207840214088952,-0.146,0.1878250084553177,-0.1062,False
EBF2,-0.1004,0.3664943528478677,-0.146,0.18783483658007202,-0.0456,False
MCOLN2,0.146,0.18768449000604243,0.146,0.18768061078993636,0.0,False
ZNF684,0.0702,0.5283875148148911,0.1459,0.18824887626851264,0.0757,False
SLC9A9,0.1395,0.20833725036217166,0.1459,0.18828181249876258,0.0063,False
BOD1L1,0.0576,0.6052253721884587,0.1458,0.18845228497388453,0.0882,False
PRB1,-0.0356,0.7495165518382825,-0.1458,0.18854250323424723,-0.1102,False
IL20,-0.1179,0.28856895051473086,-0.1457,0.18886647932338624,-0.0278,False
ARHGAP36,0.1132,0.30830923152236694,0.1457,0.18863703095640896,0.0326,False
ANKRA2,-0.0814,0.46421354705039364,-0.1457,0.18862338155570849,-0.0643,False
AZU1,-0.1405,0.2052505271783814,-0.1457,0.18861137503520192,-0.0053,False
NOVA2,0.0197,0.859645046185524,0.1456,0.18915625578690193,0.1259,False
TCAP,0.0479,0.6671422379982656,0.1456,0.18919449566773472,0.0976,False
PRRG3,0.1016,0.36058222491829467,0.1456,0.18906033820528295,0.044,False
LOC100130476,-0.026,0.8152335399215348,-0.1456,0.18903256103881727,-0.1196,False
C3orf79,0.0835,0.4528769937272099,0.1455,0.18940472317877158,0.062,False
KCNJ9,0.1208,0.276594405410565,0.1455,0.18940528707460566,0.0247,False
UVRAG,-0.1045,0.34734626464964796,-0.1455,0.18938317426629953,-0.041,False
